Date,Predominant function of establishment,Establishment,Adjudicator,Sex,Age group,Ethnicity,Religion,Offence,Detailed offence,Punishment,No of days,Count,Sum
Q1,Category C,Ranby,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Violence,Fights with any person,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,a Christian,Violence,Fights with any person,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,g Other religious groups,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,g Other religious groups,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,g Other religious groups,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,g Other religious groups,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,g Other religious groups,Disobedience/disrespect,Disobeys any rule or regulation,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,g Other religious groups,Disobedience/disrespect,Disobeys any rule or regulation,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,g Other religious groups,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,g Other religious groups,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,g Other religious groups,Other offences,Absent from where he should be/Present where he should not,Caution,.,1,0
Q1,Category C,Ranby,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,g Other religious groups,Unauthorised transactions,Drug related offence,Cellular Confinement,10,1,10
Q1,Category C,Ranby,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,g Other religious groups,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,10,1,10
Q1,Category C,Ranby,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,g Other religious groups,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,g Other religious groups,Unauthorised transactions,Drug related offence,Stoppage of earnings,10,1,10
Q1,Category C,Ranby,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,i No religion,Disobedience/disrespect,Disobeys any rule or regulation,Caution,.,2,0
Q1,Category C,Ranby,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,i No religion,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,b Black/ African/ Caribbean/ Black British,i No religion,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,10,1,10
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,35,1,35
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,10,1,10
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,35,1,35
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Stoppage of earnings,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Is disrespectful,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Disobedience/disrespect,Is disrespectful,Stoppage of earnings,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Other offences, Endangers health/safety of any person,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Other offences, Endangers health/safety of any person,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Violence,Fights with any person,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Violence,Fights with any person,Others,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Wilful Damage,Cause damage to any part of a prison,Caution,.,1,0
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,a Christian,Wilful Damage,Cause damage to any part of a prison,Others,.,1,0
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Disobedience/disrespect,Disobeys any rule or regulation,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,b Muslim,Unauthorised transactions,Drug related offence,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,e Buddhist,Disobedience/disrespect,Disobeys any lawful order,Others,.,1,0
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,e Buddhist,Other offences, Endangers health/safety of any person,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,e Buddhist,Other offences, Endangers health/safety of any person,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,e Buddhist,Other offences,Absent from where he should be/Present where he should not,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,e Buddhist,Other offences,Absent from where he should be/Present where he should not,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,e Buddhist,Violence,Assault on a prisoner,Caution,.,1,0
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,e Buddhist,Wilful Damage,Cause damage to any part of a prison,Others,.,3,0
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Disobedience/disrespect,Disobeys any rule or regulation,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,c Mixed/ Multiple ethnic groups,i No religion,Other offences,Absent from where he should be/Present where he should not,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Attempts: Disobeys any rule or regulation,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Attempts: Disobeys any rule or regulation,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Attempts: Disobeys any rule or regulation,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Attempts: Disobeys any rule or regulation,Stoppage of earnings,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Attempts: Disobeys any rule or regulation,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Attempts: Disobeys any rule or regulation,Stoppage of earnings,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Attempts: Threats/Abusive and Insulting racist words/behaviour,Caution,.,1,0
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Caution,.,2,0
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Cellular Confinement,6,1,6
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Cellular Confinement,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,14,5,70
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,28,2,56
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Others,28,1,28
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,14,3,42
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,28,1,28
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Caution,.,1,0
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Forfeiture of Privileges,14,4,56
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Forfeiture of Privileges,28,2,56
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Stoppage of earnings,14,4,56
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Disobeys any rule or regulation,Stoppage of earnings,28,2,56
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Is disrespectful,Caution,.,1,0
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Is disrespectful,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,14,4,56
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,14,4,56
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Other offences, Endangers health/safety of any person,Forfeiture of Privileges,14,3,42
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Other offences, Endangers health/safety of any person,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Other offences, Endangers health/safety of any person,Stoppage of earnings,14,3,42
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Other offences, Endangers health/safety of any person,Stoppage of earnings,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Other offences,Absent from where he should be/Present where he should not,Cellular Confinement,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Other offences,Absent from where he should be/Present where he should not,Forfeiture of Privileges,14,3,42
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Other offences,Absent from where he should be/Present where he should not,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Other offences,Absent from where he should be/Present where he should not,Forfeiture of Privileges,28,2,56
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Other offences,Absent from where he should be/Present where he should not,Stoppage of earnings,14,2,28
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Other offences,Absent from where he should be/Present where he should not,Stoppage of earnings,28,1,28
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Other offences,Attempts: Endangers health/safety of any person,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Other offences,Attempts: Endangers health/safety of any person,Stoppage of earnings,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Attempts: Possession of unauthorised articles,Caution,.,1,0
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Attempts: Possession of unauthorised articles,Cellular Confinement,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Attempts: Possession of unauthorised articles,Forfeiture of Privileges,14,2,28
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Attempts: Possession of unauthorised articles,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Drug related offence,Caution,.,1,0
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Drug related offence,Cellular Confinement,10,3,30
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,7,5,35
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,14,4,56
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,21,8,168
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,28,1,28
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Drug related offence,Stoppage of earnings,7,4,28
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Drug related offence,Stoppage of earnings,14,3,42
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Drug related offence,Stoppage of earnings,21,7,147
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Caution,.,1,0
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Cellular Confinement,10,1,10
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Cellular Confinement,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,10,1,10
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,14,3,42
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,28,1,28
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,10,1,10
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,14,3,42
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,28,1,28
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Violence,Assault on a prisoner,Cellular Confinement,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Violence,Assault on staff,Stoppage of earnings,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Violence,Fights with any person,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Violence,Fights with any person,Forfeiture of Privileges,14,2,28
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Violence,Fights with any person,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Violence,Fights with any person,Stoppage of earnings,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Violence,Fights with any person,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Violence,Fights with any person,Stoppage of earnings,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,Caution,.,1,0
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,Cellular Confinement,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,Forfeiture of Privileges,21,2,42
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,Others,.,6,0
Q1,Category C,Ranby,Governor,M,30 - 39,e White,a Christian,Wilful Damage,Cause damage to any part of a prison,Stoppage of earnings,21,2,42
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,Disobeys any lawful order,Cellular Confinement,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,Disobeys any lawful order,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,Disobeys any lawful order,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,Disobeys any rule or regulation,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,Disobeys any rule or regulation,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,7,2,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Other offences,Absent from where he should be/Present where he should not,Caution,.,1,0
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Other offences,Absent from where he should be/Present where he should not,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Unauthorised transactions,Attempts: Possession of unauthorised articles,Cellular Confinement,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Unauthorised transactions,Attempts: Possession of unauthorised articles,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Unauthorised transactions,Attempts: Possession of unauthorised articles,Stoppage of earnings,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Unauthorised transactions,Drug related offence,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Unauthorised transactions,Drug related offence,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Cellular Confinement,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Cellular Confinement,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,14,2,28
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,14,2,28
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Violence,Assault on a prisoner,Forfeiture of Privileges,14,2,28
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Violence,Fights with any person,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,e White,b Muslim,Violence,Fights with any person,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,e Buddhist,Disobedience/disrespect,Attempts: Disobeys any rule or regulation,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,e Buddhist,Disobedience/disrespect,Attempts: Disobeys any rule or regulation,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,e Buddhist,Unauthorised transactions,Possession of unauthorised articles,Caution,.,1,0
Q1,Category C,Ranby,Governor,M,30 - 39,e White,e Buddhist,Unauthorised transactions,Possession of unauthorised articles,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,e Buddhist,Unauthorised transactions,Possession of unauthorised articles,Stoppage of earnings,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any rule or regulation,Caution,.,2,0
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any rule or regulation,Cellular Confinement,10,1,10
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any rule or regulation,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any rule or regulation,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any rule or regulation,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any rule or regulation,Removal from activity/living unit,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any rule or regulation,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Disobeys any rule or regulation,Stoppage of earnings,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,7,2,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,14,3,42
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Forfeiture of Privileges,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,7,2,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Disobedience/disrespect,Threats/Abusive and Insulting racist words/behaviour,Stoppage of earnings,21,1,21
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Other offences, Endangers health/safety of any person,Cellular Confinement,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Other offences, Endangers health/safety of any person,Forfeiture of Privileges,10,1,10
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Other offences, Endangers health/safety of any person,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Other offences, Endangers health/safety of any person,Forfeiture of Privileges,28,1,28
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Other offences, Endangers health/safety of any person,Stoppage of earnings,10,1,10
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Other offences, Endangers health/safety of any person,Stoppage of earnings,28,1,28
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Other offences,Absent from where he should be/Present where he should not,Forfeiture of Privileges,7,1,7
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Other offences,Absent from where he should be/Present where he should not,Forfeiture of Privileges,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Other offences,Absent from where he should be/Present where he should not,Forfeiture of Privileges,28,2,56
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Other offences,Absent from where he should be/Present where he should not,Stoppage of earnings,14,1,14
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Other offences,Absent from where he should be/Present where he should not,Stoppage of earnings,28,1,28
Q1,Category C,Ranby,Governor,M,30 - 39,e White,i No religion,Unauthorised transactions,Attempts: Possession of unauthorised articles,Forfeiture of Privileges,14,1,14
